web_scraper_order,web_scraper_start_url,pagination,comment,date,data6,data7
"1773397937-68","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Khui ra rồi mới biết hàng bị lỗi, hoàn hàng thì không thành công vì lí do “hàng đã bị khui”. Nếu không khui thì sao biết được hàng bị lỗi mà hoàn??","2026-03-06 23:48 | Phân loại hàng: NEWTRO WAVE-Đỏ lạnh","Phân loại hàng: NEWTRO WAVE-Đỏ lạnh","Son môi 3CE mịn lì nhẹ tênh 3CE Blur Matte Lipstick"
"1773397937-69","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không tặng nhé mng.","2026-03-06 21:15","","(GWP) 3CE Velvet Plush Mini MC"
"1773397937-70","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-06 21:15","","(GWP) 3CE Túi Đựng Mỹ Phẩm"
"1773397937-71","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-06 21:15 | Phân loại hàng: What If","Phân loại hàng: What If","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-72","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình mua sale 3.3 thấy có tặng son mini kèm. Nhưng nhận hàng thì thiếu, shop lại yêu cầu mình phải liên hệ qua shopee mall để hoàn hàng, đặt lại. Chứ ko chịu ship sản phẩm thiếu? Mình nhắn rất nhiều lần nhưng toàn tin nhắn tự động. Mình ko biết shop có cố ý giao thiếu 1 sản phẩm son ko, để khách hàng phải trả hàng thì mua giá cao hơn, hoặc chấp nhận mất thỏi son để ko phải hoàn hàng.","2026-03-06 21:15 | Phân loại hàng: #31 LAVENDER CRE","Phân loại hàng: #31 LAVENDER CRE","Son bóng dưỡng môi 3CE GLAZY LIP GLOW"
"1773397937-73","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đặt lay down mà giao pink là sao shop làm ăn gì kì vậy? Đợi mấy ngày cần đi chơi thì lại giao nhầm như vậy!!","2026-03-06 20:28 | Phân loại hàng: Laydown-Hồng trầm","Phân loại hàng: Laydown-Hồng trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-74","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không nên mua vì shop mall nhưng bán hàng fake","2026-03-06 20:24 | Phân loại hàng: City Mauve-Hồng","Phân loại hàng: City Mauve-Hồng","Phấn Má Hồng Mịn Lì 3CE Face Blush 5.5g"
"1773397937-75","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu lên ko giống hình một chút nào luôn. Chất son bết dính dày môi rất khó chịu. Ko biết có phải bị trộn hàng giả hay ko nữa.","2026-03-06 20:14 | Phân loại hàng: Warmth-Cam sữa","Phân loại hàng: Warmth-Cam sữa","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-76","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-06 20:13 | Phân loại hàng: Slick","Phân loại hàng: Slick","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-77","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-07 15:56 | Phân loại hàng: Glazy Lip Glow-#41","Phân loại hàng: Glazy Lip Glow-#41","3CE BST COLOR BAKER - SON GLAZY LIP GLOW, SON VELVET PLUSH, MÁ HỒNG FACE BLUSH, BẢNG MẮT MULTI EYE 9 COLORS PALETTE"
"1773397937-78","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-07 15:58","","(GWP) 3CE Móc Khóa BST Color Baker & Voucher Tous Les Jours"
"1773397937-79","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Ôi cái màu nhạt thôi rồi, thoa như không thoa. Màu son và chất son bình thường","2026-03-06 11:07 | Phân loại hàng: 06 - Tulip Fuzz","Phân loại hàng: 06 - Tulip Fuzz","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-80","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Từ đầu tưởng được tặng quà, lúc nhận về lại không có, đóng gói chán ghê, hộp không có tem mác, một shop lớn mà cái hộp nhìn như kiểu ai mở ra rồi.","2026-03-05 21:53","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-81","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-05 21:34 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-82","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-05 21:34 | Phân loại hàng: HUSH RED-Đỏ mâm xôi","Phân loại hàng: HUSH RED-Đỏ mâm xôi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-83","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-05 21:34 | Phân loại hàng: #33 COOL SWEETIE","Phân loại hàng: #33 COOL SWEETIE","Son bóng dưỡng môi 3CE GLAZY LIP GLOW"
"1773397937-84","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sốp giao cho mình cây son như đã khui rồi, chỗ seal đã bị cắt, nắp bị tràn son","2026-03-05 20:33 | Phân loại hàng: Laydown-Hồng trầm","Phân loại hàng: Laydown-Hồng trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-85","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-05 18:56 | Phân loại hàng: 04 - Pink Scheme","Phân loại hàng: 04 - Pink Scheme","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-86","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mua ở live hana olala , rõ là mua đúng khung giờ mà ko đc quà tặng kèm như poster, 1 sao","2026-03-05 18:19 | Phân loại hàng: Casual Affair-Hồng","Phân loại hàng: Casual Affair-Hồng","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-87","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-05 12:27 | Phân loại hàng: #22 Spiced Latte","Phân loại hàng: #22 Spiced Latte","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-88","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu lên môi không chuẩn, hồng chói, chất son bột bột, không mịn, màu loang lổ không đều, không bền. Thấy khen nhiều quá mới mua nhưng mà thất vọng tràn trề. Mấy bà mà rảnh môi nhiều thì né cây này liền 😭","2026-03-05 08:03 | Phân loại hàng: KNIT-Hồng khô","Phân loại hàng: KNIT-Hồng khô","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-89","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đánh giá 1 ⭐️ vì brand chạy chiến dịch marketing xem thường phụ nữ nhé :)","2026-03-08 00:39 | Phân loại hàng: Faceblush-MapleToast","Phân loại hàng: Faceblush-MapleToast","3CE BST COLOR BAKER - SON GLAZY LIP GLOW, SON VELVET PLUSH, MÁ HỒNG FACE BLUSH, BẢNG MẮT MULTI EYE 9 COLORS PALETTE"
"1773397937-90","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-04 15:15 | Phân loại hàng: MECP9-Beige Recipe, VelvetPlush-Apricot, Glazy Lip Glow-#40, ...","Phân loại hàng: MECP9-Beige Recipe","3CE BST COLOR BAKER - SON GLAZY LIP GLOW, SON VELVET PLUSH, MÁ HỒNG FACE BLUSH, BẢNG MẮT MULTI EYE 9 COLORS PALETTE"
"1773397937-91","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-04 15:15","","(GWP) 3CE Velvet Plush Mini DA"
"1773397937-92","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-04 11:30","","(GWP) 3CE Mini Square Metal Mirror Gương Vuông Kim Loại Mini 3CE | 3CE Official Store"
"1773397937-93","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","nma mình hơi thắc mắc liệu cnay có ph là son bị gãy k?","2026-03-03 17:51 | Phân loại hàng: #31 LAVENDER CRE","Phân loại hàng: #31 LAVENDER CRE","Son bóng dưỡng môi 3CE GLAZY LIP GLOW"
"1773397937-94","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Móp méo vỏ","2026-03-03 17:12 | Phân loại hàng: Spot Player-Táo đỏ","Phân loại hàng: Spot Player-Táo đỏ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-95","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Video hình ảnh mang tính chất nhận xu. Hàng giống mô tả. Chất son rất chán. Màu cũng nhạt nhòa dễ phai. Lên môi k đúng màu. Tệ","2026-03-03 13:37 | Phân loại hàng: 07 - Sun Pause","Phân loại hàng: 07 - Sun Pause","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-96","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-03 08:47 | Phân loại hàng: Childlike-Cam cháy","Phân loại hàng: Childlike-Cam cháy","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-97","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm lên màu không đẹp, nhanh trôi, khô môi, sản phẩm được seeding lố, nói chung không nên mua","2026-03-02 22:07 | Phân loại hàng: 05 - Coral Drench","Phân loại hàng: 05 - Coral Drench","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-98","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu ko đúng thực tế như ảnh. Ship lâu. Nhận hàng về thấy ko đúng màu trả lại ngay sau 5p nhưng shop ko hỗ trợ. Mua ol các bác để ý cẩn thận chứ màu trên này 1 đường nhận 1 nẻo, như màu này thấy nhìn ngoài vỏ và mở cây son là nâu nhiều hơn hồng","2026-03-02 19:46 | Phân loại hàng: #21 Heated","Phân loại hàng: #21 Heated","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-99","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Với giá tiền thì rất ok nhé ạ","2026-03-02 16:54 | Phân loại hàng: Casual Affair-Hồng","Phân loại hàng: Casual Affair-Hồng","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-100","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Thiết kế bị stupid. Son vặn lên không vặn xuống được nhé ạ. Hên là mình vặn lên kha khá vẫn đậy nắp được không thì không biết sớm là toang r 😀","2026-03-02 16:01 | Phân loại hàng: MILKY SHADOW-Nâu, SOFTEST-Hồng baby","Phân loại hàng: MILKY SHADOW-Nâu","Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều)"
"1773397937-101","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu son và ảnh trên hình khác nhau hoàn toàn","2026-03-02 15:48 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-102","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Báo sh ko nhận dc hàng nh ko nhận dc hỗ trợ","2026-03-02 13:57 | Phân loại hàng: 08 - Chili Flame","Phân loại hàng: 08 - Chili Flame","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-103","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không đều","2026-03-02 12:21","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-104","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không đều , khập khiễng","2026-03-02 12:21 | Phân loại hàng: Middy Hype","Phân loại hàng: Middy Hype","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-105","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sao hộp này chông chênh vậy shop","2026-03-02 12:21 | Phân loại hàng: TEXT ME-Hồng mận","Phân loại hàng: TEXT ME-Hồng mận","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-106","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu không như qc,mua xong đc đánh giá thấy bảo son khô,k như ảnh,nghi ngờ hàng fake,hoàn lại nhưng mà bị thất bại,chục hôm rồi vẫn chưa nhận đc hoàn từ shoppe gửi về","2026-03-02 11:45 | Phân loại hàng: NEWTRO WAVE-Đỏ lạnh","Phân loại hàng: NEWTRO WAVE-Đỏ lạnh","Son môi 3CE mịn lì nhẹ tênh 3CE Blur Matte Lipstick"
"1773397937-107","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son bị khui ra ròi, thất vọng quá","2026-03-02 10:58 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-108","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-02 10:53","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-109","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-01 18:38 | Phân loại hàng: Shy-Hồng thanh long","Phân loại hàng: Shy-Hồng thanh long","3CE Drop Glow Gel Son bóng dạng gel rạng rỡ đôi môi"
"1773397937-110","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-03-01 15:39 | Phân loại hàng: Pink Break-Cánh hồng","Phân loại hàng: Pink Break-Cánh hồng","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-111","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Nói chung trước giờ mua cây này là cây thứ 3 rồi, đến cây thu 3 này thì thấy thất vọng tràn trề, vón cục, quét lên dày mi, vón cục, nản hết sức, trước giờ xài ok, cây thu 2 còn date 1 tháng cũng vón cục, cứ nghĩ sắp hết date nên nó vón cục, ai ngờ đâu, mua cây mới, y chang nhau, chán","2026-03-01 09:43","","Mascara Siêu Mỏng Chống Nước 3CE Super Slim Waterproof Mascara - Black"
"1773397937-112","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-02-28 23:52 | Phân loại hàng: Tan-Nâu đỏ đất","Phân loại hàng: Tan-Nâu đỏ đất","Son tint 3CE lên môi chuẩn sắc lâu trôi  3CE Lazy Pop Lip Stain"
"1773397937-113","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-02-28 12:27","","(GWP) 3CE Mini Square Metal Mirror Gương Vuông Kim Loại Mini 3CE | 3CE Official Store"
"1773397937-114","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son Trung Quốc ko bác màu","2026-02-28 12:27 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-115","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-02-28 11:25 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-116","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-02-28 00:13 | Phân loại hàng: 04 - Pink Scheme","Phân loại hàng: 04 - Pink Scheme","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-117","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đánh quả son lên đúg thất vọng. Mà có phải rẻ đâu? Màu số 1 ko lên 1 tí tông nude nào hết, dù đã đánh đến lần thứ 4 thứ 5. Màu ở vid là màu môi của mình, đánh son lên chỉ bóng lên 1 tí, ko hề thay đổi màu. Nchug là ko nên mua.","2026-02-27 16:58 | Phân loại hàng: 01 - Nude Whisper","Phân loại hàng: 01 - Nude Whisper","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-118","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cảm nhận ban đầu là cây son k chắc chắn. Kt nhỏ. Để trong túi xách chưa bao lâu thì son đã lệch hẳn so với vỏ, rất dễ bị gãy son. Giờ chỉ mong k bị gãy son thôi","2026-02-27 16:01 | Phân loại hàng: 07-Burnt Orange","Phân loại hàng: 07-Burnt Orange","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-119","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-02-27 11:38 | Phân loại hàng: 11 - Rose Sigh","Phân loại hàng: 11 - Rose Sigh","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-120","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Thực sự rất thất vọng về lần mua hàng này với brand. Ngay từ đầu khi mình mua sp trên đơn đã hiển thị quà tặng, nhưng khi đặt đơn hệ thống không đặt được vì không tồn sp. Host trên livestream hướng dẫn mình và các KH khác xoá quà tặng rồi đặt. Tuy nhiên khi nhận hàng thì đơn không có quà tặng luôn. Mình hỏi brand thì nhận được câu trả lời Nếu đủ điều kiện hệ thống sẽ tự hiện quà tặng trong khi mình nói rất rõ ở trên là do Host trên live kiu xoá do ko tồn chung 1 kho nên ko đặt được. Quà tặng ko đáng bao nhiu nhưng mình đánh giá 1* vì cách xử lý của brand cho KH quá tệ.","2026-02-26 19:21 | Phân loại hàng: Walk N Talk-Cam sữa","Phân loại hàng: Walk N Talk-Cam sữa","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-121","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Thực sự rất thất vọng về lần mua hàng này với brand. Ngay từ đầu khi mình mua sp trên đơn đã hiển thị quà tặng, nhưng khi đặt đơn hệ thống không đặt được vì không tồn sp. Host trên livestream hướng dẫn mình và các KH khác xoá quà tặng rồi đặt. Tuy nhiên khi nhận hàng thì đơn không có quà tặng luôn. Mình hỏi brand thì nhận được câu trả lời Nếu đủ điều kiện hệ thống sẽ tự hiện quà tặng trong khi mình nói rất rõ ở trên là do Host trên live kiu xoá do ko tồn chung 1 kho nên ko đặt được. Quà tặng ko đáng bao nhiu nhưng mình đánh giá 1* vì cách xử lý của brand cho KH quá tệ.","2026-02-26 19:21 | Phân loại hàng: Breeze Way-Cam ngọt, Bake Beige-Nâu cam","Phân loại hàng: Breeze Way-Cam ngọt","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
